Review,FoodborneAsBoolean
We often order sesame chicken. .. yesterday my girlfriend and I ate sesame chicken... now we feel sick... my girlfriend keep throwing up food.. and I have a stomachache now. Also sesame chicken is too small...,1.0
"I want to warn you that this place sold poor quality oxtail that made my family sick. Unfortunately, I cannot comment on any other products there and this impression has made me give them two stars. If things change, I would considering adding some stars.",1.0
"The food was not good at all! Made me sick, my son and husband, and a small tray was $10.",1.0
Even worse experience than before - straight up undercooked chicken which made our whole family sick. Wish this place was better bc I want to eat Greek food/Mediterranean on a regular basis.,1.0
"I have been to this restaurant several times. Each time the service became worst. But food was never an issue. I booked a reservation for 7 at 6:30 pm tonight. I walked in at 6:25 and told receptionist we were there. She told us we had to wait because they were busy. (No business being in customer service. She was extremely rude )We sat at bar and after 45 minutes we were seated. Waiter order our drinks and decide to come back 20 minutes to take our order. Then it took 1 hour to bring entrees 4 out of 7 , then 15 minutes later the other 3 came. Now 4 out of 7 people are sick, I will never return to this restaurant. Poor customer service and the quality of good was terrible",1.0
"What a nasty place!! Rude servers, smelly and slimy seafood crap. Most of the items I tried on their menu is tasteless or way too much salt. Many times the food was bad....I mean really bad!! You can't joke with seafood!  If it's bad why would you serve it to your customer???  Got really sick after the meal, had to spend hours in Er. You lucky I am nor reporting your crappy place of horror ""!",1.0
"I don't know what happened to my meal, maybe the shrimp was REALLY BAD (aka rancid) but the Dragon King roll made me violently sick within an hour of eating it. Stay away from that!!!",1.0
Food got me sick. Very dirty food truck! One guy wasn't using a glove! Disgusting! They really need to be more hygienic!,1.0
"The view is good.  Just got off the belt parkway and decided to go to restaurant for my dad's birthday.  Ordered food, and received water and bread at the table.  The food looked appealing and tasted okay, but little did we know that after consumption that individuals would feel sick.  Very unfortunate that members in the party are running back and forth to the bathroom.",1.0
"This is the worst Thai food I have ever eaten. I'd rather eat dog food.  No tofu in the tofu Pad Thai.  Spring rolls taste like cardboard.  Mango and sticky rice look like amniotic sacs.  Chicken with garlic is breaded, soggy, and too garlicky.   The food made 2 members of our party sick to our stomach.  Do not eat here!!!!!",1.0
